0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000001,0.000006,0.000031,0.000006,0.000001,0.000000,0.000000
0.000000,0.000000,0.000001,0.000012,0.000121,0.000626,0.000121,0.000012,0.000001,0.000000
0.000000,0.000001,0.000012,0.000182,0.001848,0.009480,0.001848,0.000182,0.000012,0.000000
0.000000,0.000006,0.000121,0.001848,0.018717,0.095566,0.018717,0.001848,0.000121,0.000000
0.000000,0.000031,0.000626,0.009480,0.095566,0.485682,0.095566,0.009480,0.000625,0.000000
0.000000,0.000006,0.000121,0.001848,0.018717,0.095566,0.018717,0.001848,0.000121,0.000000
0.000000,0.000001,0.000012,0.000182,0.001848,0.009480,0.001848,0.000182,0.000012,0.000000
0.000000,0.000000,0.000001,0.000012,0.000121,0.000625,0.000121,0.000012,0.000001,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
