0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000001,0.000011,0.000111,0.000011,0.000001,0.000000,0.000000
0.000000,0.000000,0.000001,0.000016,0.000331,0.003385,0.000331,0.000016,0.000001,0.000000
0.000000,0.000000,0.000011,0.000331,0.006749,0.068239,0.006749,0.000331,0.000011,0.000000
0.000000,0.000003,0.000111,0.003385,0.068239,0.683247,0.068239,0.003385,0.000111,0.000000
0.000000,0.000000,0.000011,0.000331,0.006749,0.068239,0.006749,0.000331,0.000011,0.000000
0.000000,0.000000,0.000001,0.000016,0.000331,0.003385,0.000331,0.000016,0.000001,0.000000
0.000000,0.000000,0.000000,0.000001,0.000011,0.000111,0.000011,0.000001,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
