0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000002,0.000018,0.000095,0.000257,0.000095,0.000018,0.000002,0.000000
0.000000,0.000002,0.000024,0.000187,0.000966,0.002613,0.000966,0.000187,0.000024,0.000000
0.000000,0.000018,0.000187,0.001431,0.007372,0.019891,0.007372,0.001431,0.000186,0.000000
0.000000,0.000095,0.000966,0.007372,0.037887,0.102020,0.037886,0.007371,0.000959,0.000000
0.000000,0.000257,0.002613,0.019891,0.102020,0.274209,0.102019,0.019890,0.002592,0.000000
0.000000,0.000095,0.000966,0.007372,0.037886,0.102019,0.037886,0.007371,0.000959,0.000000
0.000000,0.000018,0.000187,0.001431,0.007371,0.019890,0.007371,0.001431,0.000186,0.000000
0.000000,0.000002,0.000024,0.000186,0.000959,0.002592,0.000959,0.000186,0.000024,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
