0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000005,0.000032,0.000112,0.000032,0.000005,0.000000,0.000000
0.000000,0.000000,0.000006,0.000063,0.000431,0.001511,0.000431,0.000063,0.000006,0.000000
0.000000,0.000005,0.000063,0.000642,0.004374,0.015269,0.004374,0.000642,0.000063,0.000000
0.000000,0.000032,0.000431,0.004374,0.029684,0.103312,0.029684,0.004374,0.000430,0.000000
0.000000,0.000112,0.001511,0.015269,0.103312,0.358565,0.103312,0.015268,0.001504,0.000000
0.000000,0.000032,0.000431,0.004374,0.029684,0.103312,0.029684,0.004374,0.000430,0.000000
0.000000,0.000005,0.000063,0.000642,0.004374,0.015268,0.004374,0.000642,0.000063,0.000000
0.000000,0.000000,0.000006,0.000063,0.000430,0.001504,0.000430,0.000063,0.000006,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
